Shop / Listing,Listing Age (Days),Total Views,Daily Views,Est. Sales,Price,Est. Revenue,Hearts
"GratefulManifesting:Focus Wheel, Law Of Attraction, Manifesting Focus Wheel, Law of Attraction Template, Worksheet
focus wheel, abraham hicks, law of attraction, focus wheel template, focus wheel planner, manifestation pdf, focus wheel pdf, LOA printable",1008,1110,1.1,57,$1.95,$111,12
"GildedQuillShop:2025 Manifestation Journal Law of Attraction Planner Vision Board Affirmations Digital Journal Manifesting New Year Resolution Reflection
printable planner, 2025 Digital Planner, goodnotes planner, 2025 Manifestation, Manifest Journal, law of attraction, vision board, digital journal, reflection journal, 2025 vision board, goal planner, yearly review, ipad manifesting",118,425,3.6,21,$3.99,$84,31
"SymbolicPresent:I Am Necklace Pendant Law of Attraction Jewelry Affirmations Gold Silver Charm
Law of Attraction, Affirmation Jewelry, I Am Affirmations, Positive affirmation, manifestation gift, Motivational jewelry, I Am necklace, affirmation necklace, gold i am jewelry, i am pendant, i am enough charm, silver miracle chain, attraction pendant",515,126,0.2,1,$47.55,$48,11
"SplendidisDesigns:Abundance Quote Gratitude Coffee Mug, Positive Affirmation Manifesting Prosperity Mindset, Law of Attraction Inspirational Gifts
Motivational mug, Positive Quote, Coffee Mug, Money Mindset Mug, Money Mug, Boss Babe Mug, millionaire mindset, Law of attraction, Abundance Mug, Small Business Owner, Entrepreneur Gift, Affirmation Mug, gift for her",805,89,0.1,1,$39.25,$39,8
"OliveCreatives:You are still whole no matter what phase you're in print | daily mantra print | law of attraction | moon phases decor print | manifest print
you are still whole, no matter what, phase youre in print, daily mantra print, mantra decor, law of attraction, manifest quote print, manifestation print, daily affirmation, affirmation wall art, moon phases print, moon phase wall art, pastel moon phase",1154,145,0.1,7,$4.76,$33,62
"PartyPixelPrintsCo:369 Manifestation Methods Journal Page PDF Download || Manifest || Law of Attraction || Canva Link
369 method, manifestation page, law of attraction, 369 journal, 369 download, 369 manifestation, manifesting journal, manifesting planner, money manifestation, manifestation ipad, digital journal PDF, business manifesting, manifestation kit",621,179,0.3,5,$5.59,$28,8
"AmethystStateStudio:Manifestation Sticker 'Universe, Show Me How Good It Gets'  • Law of Attraction Decor • Motivational Laptop Decal • Inspiring Quote Sticker
law of attraction, manifestation decal, manifest, manifest stickers, journal stickers, manifesting, motivational sticker, manifestations, affirmation sticker, money manifestation, meditation sticker, manifest journal, optimism",226,132,0.6,6,$4.44,$27,24
"HyggeManifestor:Spiritual Instagram Template,  Law of Attraction Spiritual Social Media Posts, Spiritual Coach Infographics, Rose Quartz
Instagram Templates, Law of Attraction, Spiritual Instagram, infographic post, social media posts, spiritual post, Template Canva, spiritual coach, mystical instagram, Inspirational Quotes, Rose Quartz, Instagram Post, Healing Energy",239,97,0.4,3,$8.83,$27,6
"PositivePaully:Positivity Notebook Positive Vibes Journal Law of Attraction Notebook It's Already Yours Positivity Notebook Positive Thoughts Universe
369, manifest, manifestation, manifest notebook, manifest journal, its already yours, law of attraction, positivity journal, universe journal, universe notebook, 369 journal, 369 notebook, manifest 369",366,92,0.3,1,$25.29,$25,1
"HUXELLA:Gratitude Coffee Mug Based on Abraham Hicks Law of Attraction for Positive Manifestation, Inspirational Coffee Cup
coffee mug, coffee cup, ceramic mug, drinkware coffee mug, law of attraction, abraham hicks, affirmation cards, motivational mug, inspirational mug, metaphysical, gratitude journal, manifestation, manifest that shit",668,52,0.1,1,$20.99,$21,2
"DIYPrintandPress:The Secret Wall Art | Meditation Poster| Law of Attraction Art
printable art, instant download, wall decor, digital print, art for her, for her office, inspirational art, spiritual print, meditation poster, manifestation, law of attraction, the secret wall art, yoga poster",2399,81,0,4,$4.99,$20,20
"DivineCreationsJD:Law of Attraction | vision board | printables | inspirational cards | mindfulness cards | inspirational messages | positive cards | love
download, Affirmation Cards, Inspiration, Law of Attraction, cut out at home, For everyone, Feeling down, Lift yourself up, You have the power, You are in Control, vision board, Inspirational, digital",509,118,0.2,6,$2.94,$18,1
"HappyAgency:Positive Affirmation Video, Life Coach Instagram Templates, Life Coach Templates, Manifestation & law of attraction affirmation reels videos
Manifestation reels, manifestation, manifestation videos, reels videos, law of attraction, Life Coach, Life Coach Instagram, Instagram Templates, Life Coach Templates, spiritual coach, positive affirmation, videos reels, motivational posts",368,40,0.1,1,$14.78,$15,5
"BlossBalmApothecary:Abundance Ritual Oil, Crystal Infused Essential Oil, Green Aventurine, Abundance and Money Spell, Essential Oil Blend, Law of Attraction
ritual oil, abundance ritual oil, spell oil, money spell, money spell oil, witchy gifts, abundance spell, fragrance roll on, essential oil roller, law of attraction, money manifestation, green aventurine, Crystal infused oil",277,56,0.2,1,$12.00,$12,8
"BlossBalmApothecary:Attraction Ritual Oil Roll On, Crystal Infused Essential Oil, Rose Quartz, Love Spell Oil, Essential Oil Roller, Law of Attraction
intention oil, spell oil, love spell oil, ritual oil, attraction oil, essential oil roller, roll on fragrance, manifestation oil, rose oil, attraction spell, law of attraction, Crystal infused oil, rose quartz",278,57,0.2,1,$12.00,$12,4
"LuckyStarPicks:Affirmation Wish Card | Manifest Dreams and Goals | Digital Intention Setting | Law of Attraction and Positive Energy Printable
Wish Card, Manifestation Card, Positive Affirmation, Digital Wish, Success Mindset, Dream Manifestation, Goal Setting, Printable Intention, Law of Attraction, Energy Alignment, Vision Board Tool, Self-Care Ritual, Personal Growth",45,64,1.4,1,$11.99,$12,0
"KlassicCreatives:Manifestation Journal, Digital Manifestation Journal, Law of Attraction Journal, Gratitude, Shadow Work, Vision Board, Mindfulness journal
yearly review, 2025 manifestation, 2025 vision board, yearly reflection, intentions workbook, grimoire journal, goodnotes planner, new year resolution, vision board, law of attraction, reflection journal, goal planner, printable planner",118,74,0.6,3,$3.83,$11,2
"LinnyCreative:Law Of Attraction Meditation Quote, meditation svg, buddha quote svg, Tree of Life, what you think you create, spiritual quote, attract, LOA
Law Of Attraction, LOA svg, Tree of Life svg, Inspirational Quote, Buddha Quote svg, Spiritual Quote, Meditation Quote, Bush svg, crete your reality, like attracts like, attract your reality, imagine svg, new age svg",1141,107,0.1,5,$2.00,$10,20
"TheMindsEyePrints:Motivational, Inspirational, Printable Wall Art, Magic Happens Here, Printable, Manifestation Print, Law of Attraction, Self Care Printable
motivational prints, magic happens here, law of attraction, positive, mindfulness gift, self care gift, printables, affirmations, inspirational, home decor, digital wall art, self love printable, love yourself",999,52,0.1,2,$4.76,$10,0
"KIKAUI:555 Angel Number Print, Renaissance Inspired Cupid, Angel Numbers Manifestation Art, Definition & Law of Attraction Spiritual Guidance Print
222, 444, 555, trendy art, angel number poster, aura poster, ace card poster, typography poster, 333 angel number, manifest poster, law of attraction, 111 angel number, gifts for bestfriend",370,48,0.1,1,$7.96,$8,1
"mangomoochi:369 Manifestation Journal, 369 Manifestation Method, Self-Care Worksheet, Kawaii Planner, Law of Attraction Digital Printable
369 method, self care planner, self care journal, manifest that shit, money manifestation, law of attraction, manifest journal, 369 manifestation, adhd planner, GoodNotes template, kawaii planner, digital planner iPad",934,55,0.1,2,$3.33,$7,4
"sigilspell:revenge your enemy spell, revenge spell, enemy spell, protection spell, law of attraction, manifest, manifesting, spell casting, spell
manifest, manifesting, spell casting, spell, sigil, tarot reading, psychic reading, sigil drawing, law of attraction, revenge spell, enemy spell, protection spell, revenge your enemy",262,59,0.2,1,$5.99,$6,5
"Promised1Creations:Law of Attraction Printable | Self Growth Quote | I am Enough Quote Print | Inspirational Quote | Wall Quotes for Office | Instant Download
love yourself, positive energy, brainy quote, self care printable, Positive affirmation, Mindfulness, Minimal, I am enough, law of attraction, Wall quotes, self growth quote, therapy office decor, mental health",983,58,0.1,1,$5.00,$5,0
"BestSelfProject:Money Manifestation Checks Printable, Vision Board Kit, Law of Attraction, Abundance Checks for Vision Board, Instant Digital Download
manifestation check, manifestation cheque, law of attraction, visualization checks, printable checks, vision board checks, money manifestation, law of abundance, money magnet, digital vision board, PDF digital download, vision board kit, law of prosperity",510,75,0.1,3,$1.48,$4,6
"ElsiesAura:Magic Morning Daily Routine Planner | Miracle Morning | Law Of Attraction | Grateful For | Affirmations | Eat That Frog - Purple
Goal Planner, Daily Routine, Gratitude Journal, Routine Chart, Printable Routine, Morning Routine, Self Care Planner, Daily Rituals, Miracle Morning, Law Of Attraction, Savers Tracker, Hal Elrod, The Secret Book",1428,33,0,1,$2.02,$2,1
"MixandJoy:Daily Affirmations Mug, Law of Attraction, Words of Affirmation, Mental Health Mug, I am Affirmations, Positive Affirmation Mug
Law of Attraction, Words of Affirmation, I am Affirmations, Mom Affirmation, Self Love Mug, Self Care Mug, Affirmation Mug, Boho Mug Gift, Daily Reminder Mug, Lucky Girl, Soft Girl Era Mug, Bad Bitch Mug, galentines gift",491,10,0,0,$18.99,$0,0
"Manifesting Dope Sh*t T-shirt, Unisex Graphic Tee, Positive Vibes Shirt, Law of Attraction Clothing, Cool Statement Top, Inspirational
Manifesting Dope, Unisex Shirt, Cool Graphic Tee, Unique Tee, Fashion Statement, Gift for Him, Gift for Her, Urban Style, Streetwear Clothing, Trendy Apparel, Positive Vibes, Law of Attraction, Self-Expression",1,0,0,0,$25.78,$0,0
"JandKDigitalProducts:Law of Attraction Manifestation Digital Journal, Mindfulness Journal, Self Improvement Planner, Gratitude Journal, Daily Reflection
manifestation, law of attraction, vision board, gratitude journal, vision board planner, digital manifesting, manifest planner, manifest printable, dream journal, goal planner, dream planner, mindfulness journal, goal tracker",245,4,0,0,$6.99,$0,0
"divinegrowthcompany:50 Self Love Affirmation Cards | Printable Cards for Manifesting with the Law of Attraction | Inspirational Cards in an Affirmation Deck
affirmation cards, law of attraction, affirmation deck, love affirmation, encouragement cards, self care gifts, manifesting cards, affirmation print, printable cards, inspirational quotes, positive affirmation, mindfulness cards, self love cards",859,11,0,0,$3.33,$0,0
"InfinityDsgns:Dreamers Sweatshirt, Embroidered, Crew neck, Unisex, Warm, Soft, Positive, Meaningful, Manifest, Uplift, Law of attraction, Jumper/Sweater
inspirational jumper, motivational clothes, good vibes jumper, positive clothes, manifest, dream, dream sweatshirt, spring jumper, spring sweatshirt, law of attraction, dreamers, dream clothes, happy clothes",903,33,0,0,$43.76,$0,0
"Connecticube:Digital Manifestation Journal, Law of Attraction, Digital Journal, Goodnotes Journal, Digital Manifestation Workbook, Manifesting Planner
digital journal, digital planner, dream journal, goodnotes journal, gratitude journal, law of attraction, manifestation, manifesting journal, mindfulness journal, self care planner, shadow work journal, vision board, wellness journal",245,6,0,0,$3.30,$0,0
"ArtBeneathTheSurface:Manifestation Quote Mug, Light Blue Watercolor Style - Ceramic Mug, 11oz. Gift for Law of Attraction Lovers, Inspirational Cup
Manifestation Mug, Inspirational Gift, Light Blue Mug, Watercolor Style, Positive Affirmation, Motivational Cup, Law of Attraction, Gift for her, Coffee Mug, Tea Cup, Office Decor, Manifesting Quote, Ceramic Drinkware",1,0,0,0,$20.47,$0,0
"ISAEBELLADK:Fuel Your Journey: Printable Affirmation Poster - 'Gratitude Fuels My Journey' manifesting, law of attraction, art, manifestation
art, printable art, printable poster, poster, manifestation, manifesting, manifestation poster, law of attraction, affirmation, affirmation poster, affirmation art",368,2,0,0,$5.33,$0,0
"GoodCirclesStore:Manifestation Journal | Law of Attraction Tracker | Intentions PDF
manifest, manifestation, law of attraction",122,11,0.1,0,$5.29,$0,1
"illuminallo:Manifestation Printables, Manifesting Worksheet, 369 Method, Law of Assumption, Law of Attraction, Manifestation Printable Worksheet
Manifest Printable, Law of Assumption, Law of Attraction, Persist Manifest, Create Your Reality, Make it Happen, 369 Method, Manifest Worksheet, Manifestation, Printable Worksheet, Manifest Sheet, Manifesting, Operant Power",1111,0,0,0,$2.17,$0,19
"OliviaJeanArts:Retro 70's Manifest That Shit Sticker - Affirmations for Law of Attraction - Manifestation Gift
70s aesthetic, retro sticker, retro 70s sticker, artsy gift, positive energy, magic stickers, modern magic, groovy vibes, law of attraction, MacBook sticker, witchy sticker, whimsical sticker, manifestation",128,18,0.1,0,$3.50,$0,5
"MxPDesignsAU:Manifestation Journal - Softcover Journal with Inside Prints, Law of Attraction Notebook, Blue Star Design, Writing Diary, Inspirational
Softcover Notebook, Law of Attraction, Writing Notebook, Guided Journal, Personal Diary, Dream Journal, Manifesting Notebook, Star Print Journal, Bullet Journaling, Inspiration Journal, Gratitude Journal, Blue Sky Journal, Custom Journal",122,366,3,0,$11.74,$0,0
"HappyAgency:Life Coach Instagram Templates, Life Coach Templates, Positive Affirmation Video, Manifestation & law of attraction affirmation reels videos
Manifestation reels, manifestation, manifestation videos, reels videos, law of attraction, Life Coach, Life Coach Instagram, Instagram Templates, Life Coach Templates, spiritual coach, positive affirmation, videos reels, motivational posts",368,11,0,0,$14.78,$0,0
"MiraclesManifesters:Faith in God Manifestation Rhinestone Hoodie, Faith Affirmation Sweatshirt, Christian Hoodie, Law Of Assumption, Law Of Attraction, Hoodie
law of attraction, manifest that shit, motivational hoodie, affirmation, miracle sweatshirt, manifestation, faith sweatshirt, christian hoodie, mystical sweatshirt, god hoodie, mystical hoodie, faith hoodie, oversized hoodie",737,86,0.1,0,$97.00,$0,1
"NoocArtworks:Affirmation Poster, Aesthetic Room Decor, Law Of Attraction, Aesthetic Dorm Decor, Grainy Gradient, Dorm Room Decor, Gradient Poster
Affirmation Poster, Aesthetic Room Decor, Law Of Attraction, Aesthetic Dorm Decor, Grainy Gradient, Dorm Room Decor, Gradient Poster, retro gradient art, spiritual wall art, modern wall art, colorful poster, Psychedelic Art, modern bedroom art",859,29,0,0,$27.00,$0,0
"illuminallo:333 Manifestation Printable, Manifesting Printable, Manifesting Planner Printable, Manifest Planner, Law of Assumption, Law of Attraction
333 Manifestation, Manifestation PDF, 333 Printable, Manifest Printable, Manifesting Planner, Planner Printable, Manifest Planner, Law of Assumption, Law of Attraction, Limiting Beliefs, Scripting Journal, Printable Assumption, 369 Manifestation",987,0,0,0,$2.17,$0,7
"SolsticePrintables:New Years Vision Board Party, Manifestation Dream Board Creation Party, Law of Attraction, Goal Setting, Editable Template, Size 5x7, VB03
simple and minimal, dainty delicate, new year new me, manifesting night, girls get together, girls night in, creating dream board, vision board night, law of attraction, LOA vision board, dream it believe it, sip and snack, DIY scrapbook craft",122,15,0.1,0,$9.58,$0,0
"TheInnerLightCo:Manifestation Workbook and Journal – Digital Download | Law of Attraction | Guided Prompts & Affirmations
manifestationjournal, self growth workbook, law of attraction, printable journal, intentional living, vision board, printable, abundance mindset, goal setting planner, spiritual journal, digital affirmation, mental health, manifest",1,0,0,0,$19.07,$0,0
"DigiVersebyAntonio:Editable Vision board bundle,printable planner, goal setting planner,manifestation planner, digital vision board,law of attraction printable
vision board bundle, printable planner, goal setting planner, digital vision board, vision board kit, 2025 vision planner, DIY vision board, goal tracker, manifestatio, law of attraction, manifestation, vision planner, Vision",1,0,0,0,$10.00,$0,0
"AnElectrifyingLife:Manifesting Cheques for Abundance - Printable Checks for Law of Attraction, Vision Board, Money Mindset, Manifest Abundance
Law Of Attraction, Vision Board, Abundance Check, Printable Checks, Manifestation Cheque, Manifesting Tools, Financial Abundance, Money Mindset, Manifest Abundance, Money Spell, Blank Checks, Law Of Assumption",492,17,0,0,$6.63,$0,0
"NeanderCoachDigital:2025 Law of Attraction Manifestation Planner – 45-Page Journal for Mindfulness, Affirmations, Visualization & Gratitude
Law of Attraction, ManifestationPlanner, Gratitude Journal, Manifestation Plan, 2025 Goal Planner, Vision Board Guide, Self Growth Planner, Affirmation Journal, Mindfulness Planner, Daily Journal Pages, Attraction Planner, Manifestation Goals, Manifesting Tools",122,26,0.2,0,$5.99,$0,0
"ISAEBELLADK:Attract Success: Printable Affirmation Poster - 'I Don't Chase, I Attract' manifestation, manifesting, law of attraction, art
manifesting, manifestiation, printable, printable art, printable poster, poster, manifesting art, manifestation art, affirmation poster, affirmation, law of attraction",368,9,0,0,$5.33,$0,1
"TheFeralSeraph:Law of attraction beanie | Abraham Hicks beanie | manifestation beani
Law of attraction, manifestation, Manifestation hat, manifestation hoodie, recieving mode, recieving mode hat, esoteric hoodie, spritual hoodie, abraham hicks hat, abraham hicks",246,22,0.1,0,$36.12,$0,3
"CaffeinatedWares:Funny Manifesting Shirt, Delulu is the Solulu Shirts, Law of Attraction Affirmations Tee, Manifest Tees for Moms, Abundance Mindset Tshirt
gift ideas for, mothers day gift, mothers day gifts, gifts for girlfriend, manifesting shirt, manifest shirts, law of attraction, funny manifesting, delulu pun shirts, delulu puns, manifestation tee, tees for friends",369,2,0,0,$22.50,$0,0
"BossGirlBizShop:Manifestation Journal Printable, Law of Attraction, 369 Method, Guided Journal, How to manifest desires and intentions
guided journal, money manifestation, law of attraction, how to manifest, manifest journal, manifesting planner, dream journal, vision board, spiritual journal, 369 method, 369 manifestation, affirmations, dream manifestation",738,20,0,0,$11.16,$0,2
